"filename", "language", "JavaScript", "JSON", "comment", "blank", "total"
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\crudAgent\agents\tools\userContext.js", "JavaScript", 15, 0, 0, 4, 19
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\crudAgent\agents\userContextAgent.js", "JavaScript", 68, 0, 0, 18, 86
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\crudAgent\agents\userContextAgentPrompt.js", "JavaScript", 113, 0, 0, 16, 129
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\crudAgent\crudAgent.js", "JavaScript", 104, 0, 0, 21, 125
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\crudAgent\crudAgentPrompt.js", "JavaScript", 102, 0, 0, 19, 121
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\crudAgent\tools\delegate.js", "JavaScript", 51, 0, 0, 14, 65
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ericksonianExercisesAgent\ericksonianExercisesAgent.js", "JavaScript", 1, 0, 0, 1, 2
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ericksonianExercisesAgent\ericksonianExercisesPrompt.js", "JavaScript", 135, 0, 0, 43, 178
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ericksonianHypnosisAgent\ericksonianHypnosisAgent.js", "JavaScript", 1, 0, 0, 1, 2
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ericksonianHypnosisAgent\ericksonianHypnosisPrompt.js", "JavaScript", 493, 0, 0, 104, 597
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ericksonianHypnosisAgent\tools\generateInduction.js", "JavaScript", 54, 0, 0, 10, 64
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\humanInLoopAgent\humanInLoopAgent.js", "JavaScript", 61, 0, 0, 16, 77
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\humanInLoopAgent\humanInLoopPrompt.js", "JavaScript", 58, 0, 0, 10, 68
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\humanInLoopAgent\tools\messageUser.js", "JavaScript", 68, 0, 0, 11, 79
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ragAgent\ragAgent.js", "JavaScript", 77, 0, 0, 20, 97
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ragAgent\ragAgentPrompt.js", "JavaScript", 81, 0, 0, 12, 93
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\ragAgent\tools\search.js", "JavaScript", 37, 0, 0, 7, 44
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\researchAgent.js", "JavaScript", 203, 0, 0, 33, 236
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\researchAgentPrompt.js", "JavaScript", 245, 0, 0, 35, 280
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\addPlan.js", "JavaScript", 19, 0, 0, 7, 26
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\addPlanStep.js", "JavaScript", 18, 0, 0, 6, 24
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\addResearchFragment.js", "JavaScript", 20, 0, 0, 6, 26
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\addResources.js", "JavaScript", 29, 0, 0, 9, 38
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\addSubFragment.js", "JavaScript", 39, 0, 0, 7, 46
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\deleteFragment.js", "JavaScript", 16, 0, 0, 7, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\deletePlanStep.js", "JavaScript", 16, 0, 0, 6, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\deleteResearchFragment.js", "JavaScript", 16, 0, 0, 6, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\deleteResource.js", "JavaScript", 16, 0, 0, 7, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\deleteSubFragment.js", "JavaScript", 19, 0, 0, 6, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\editFragment.js", "JavaScript", 20, 0, 0, 7, 27
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\getFragment.js", "JavaScript", 17, 0, 0, 4, 21
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\getResource.js", "JavaScript", 14, 0, 0, 6, 20
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\saveResearch.js", "JavaScript", 20, 0, 0, 5, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\toolError.js", "JavaScript", 18, 0, 0, 4, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updateFragment.js", "JavaScript", 20, 0, 0, 5, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updatePlan.js", "JavaScript", 14, 0, 0, 4, 18
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updatePlanStep.js", "JavaScript", 20, 0, 0, 6, 26
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updateResearchFragment.js", "JavaScript", 20, 0, 0, 6, 26
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updateResource.js", "JavaScript", 20, 0, 0, 7, 27
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updateResources.js", "JavaScript", 21, 0, 0, 2, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\updateSubFragment.js", "JavaScript", 22, 0, 0, 6, 28
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\researchAgent\tools\writeFragment.js", "JavaScript", 20, 0, 0, 6, 26
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\shared\handleToolCall.js", "JavaScript", 28, 0, 0, 5, 33
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\shared\handoff.js", "JavaScript", 22, 0, 0, 4, 26
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\tools\addResource.js", "JavaScript", 20, 0, 0, 4, 24
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\tools\finish.js", "JavaScript", 8, 0, 0, 0, 8
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\tools\getResource.js", "JavaScript", 4, 0, 0, 0, 4
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\tools\scrapeBrowser.js", "JavaScript", 41, 0, 0, 11, 52
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\tools\scrapeWebsite.js", "JavaScript", 36, 0, 9, 11, 56
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\webCrawlerAgentContext.js", "JavaScript", 78, 0, 0, 12, 90
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\webCrawlerPrompt.js", "JavaScript", 109, 0, 0, 16, 125
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\agents\webcrawlerAgent\webcrawlerAgent.js", "JavaScript", 55, 0, 0, 13, 68
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\handlePrompt.js", "JavaScript", 90, 0, 4, 16, 110
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\messagesContext.js", "JavaScript", 57, 0, 0, 9, 66
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\orchestratorAgent\messagesContext.js", "JavaScript", 57, 0, 0, 9, 66
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\orchestratorAgent\orchestratorAgent.js", "JavaScript", 95, 0, 0, 17, 112
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\aiSystem\orchestratorAgent\orchestratorAgentPrompt.js", "JavaScript", 128, 0, 0, 25, 153
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\config\mongoConnection.js", "JavaScript", 10, 0, 0, 1, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\config\nodeMailer.js", "JavaScript", 12, 0, 0, 2, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\config\pineconeClient.js", "JavaScript", 5, 0, 0, 2, 7
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\admin\deleteUserController.js", "JavaScript", 35, 0, 0, 7, 42
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\admin\getUserController.js", "JavaScript", 28, 0, 0, 6, 34
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\admin\getUsersController.js", "JavaScript", 33, 0, 0, 5, 38
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\admin\updateUserController.js", "JavaScript", 36, 0, 0, 8, 44
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\isAuthenticatedController.js", "JavaScript", 7, 0, 0, 0, 7
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\loginController.js", "JavaScript", 34, 0, 0, 11, 45
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\logoutController.js", "JavaScript", 12, 0, 0, 3, 15
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\passwordResetOtpSend.js", "JavaScript", 23, 0, 0, 7, 30
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\registerController.js", "JavaScript", 37, 0, 0, 13, 50
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\resetPassword.js", "JavaScript", 22, 0, 0, 7, 29
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\sendOtpController.js", "JavaScript", 22, 0, 0, 10, 32
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\auth\verifyEmailController.js", "JavaScript", 22, 0, 0, 9, 31
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\bookPages\deleteBookPageController.js", "JavaScript", 10, 0, 0, 1, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\bookPages\getBookPageController.js", "JavaScript", 11, 0, 0, 2, 13
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\bookPages\getBookPagesController.js", "JavaScript", 10, 0, 0, 1, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\bookPages\patchBookPageController.js", "JavaScript", 10, 0, 0, 1, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\bookPages\postBookPageController.js", "JavaScript", 11, 0, 0, 1, 12
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\bookPages\putBookPageController.js", "JavaScript", 10, 0, 0, 1, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\deleteBookController.js", "JavaScript", 11, 0, 0, 1, 12
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\getBookController.js", "JavaScript", 10, 0, 0, 1, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\getBooksController.js", "JavaScript", 18, 0, 0, 4, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\patchBookController.js", "JavaScript", 12, 0, 0, 3, 15
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\postBookController.js", "JavaScript", 11, 0, 0, 2, 13
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\books\putBookController.js", "JavaScript", 12, 0, 0, 1, 13
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\deleteChatController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\getChatController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\getChatsController.js", "JavaScript", 17, 0, 0, 4, 21
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\messages\deleteMessageController.js", "JavaScript", 16, 0, 0, 4, 20
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\messages\getMessageController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\messages\getMessagesController.js", "JavaScript", 20, 0, 0, 5, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\messages\patchMessageController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\messages\postMessageController.js", "JavaScript", 14, 0, 0, 4, 18
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\messages\putMessageController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\patchChatController.js", "JavaScript", 12, 0, 0, 3, 15
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\postChatController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\chats\putChatController.js", "JavaScript", 12, 0, 0, 3, 15
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\notes\deleteNoteController.js", "JavaScript", 9, 0, 0, 1, 10
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\notes\getNoteController.js", "JavaScript", 9, 0, 0, 1, 10
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\notes\getNotesController.js", "JavaScript", 18, 0, 0, 4, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\notes\patchNoteController.js", "JavaScript", 13, 0, 0, 1, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\notes\postNoteController.js", "JavaScript", 9, 0, 0, 1, 10
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\notes\putNoteController.js", "JavaScript", 13, 0, 0, 1, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\patients\deletePatientController.js", "JavaScript", 9, 0, 0, 1, 10
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\patients\getPatientController.js", "JavaScript", 9, 0, 0, 2, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\patients\getPatientsController.js", "JavaScript", 18, 0, 0, 4, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\patients\patchPatientController.js", "JavaScript", 13, 0, 0, 2, 15
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\patients\postPatientController.js", "JavaScript", 9, 0, 0, 1, 10
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\patients\putPatientController.js", "JavaScript", 13, 0, 0, 1, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\research\deleteResearchController.js", "JavaScript", 21, 0, 0, 4, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\research\getResearchController.js", "JavaScript", 11, 0, 0, 3, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\controllers\research\getResearchesController.js", "JavaScript", 18, 0, 0, 5, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\adminMiddleware.js", "JavaScript", 9, 0, 0, 2, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\admin\validateUserMiddleware.js", "JavaScript", 42, 0, 1, 8, 51
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\authMiddleware.js", "JavaScript", 16, 0, 0, 7, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\books\validateBookMiddleware.js", "JavaScript", 29, 0, 0, 7, 36
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\books\validateBookPageMiddleware.js", "JavaScript", 12, 0, 0, 4, 16
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\books\validateBookPagePatchMiddleware.js", "JavaScript", 8, 0, 0, 3, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\books\validateBookPatchMiddleware.js", "JavaScript", 29, 0, 0, 7, 36
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\chats\validateChatMiddleware.js", "JavaScript", 19, 0, 0, 5, 24
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\chats\validateChatPatchMiddleware.js", "JavaScript", 19, 0, 0, 6, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\chats\validateMessageMiddleware.js", "JavaScript", 37, 0, 0, 12, 49
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\chats\validateMessagePatchMiddleware.js", "JavaScript", 35, 0, 0, 12, 47
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\notes\validateNoteMiddleware.js", "JavaScript", 38, 0, 0, 11, 49
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\notes\validateNotePatchMiddleware.js", "JavaScript", 25, 0, 0, 8, 33
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\patients\validatePatienetDataMiddleware.js", "JavaScript", 70, 0, 0, 16, 86
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\middlewares\patients\validatePatientPatchDataMiddleware.js", "JavaScript", 69, 0, 0, 14, 83
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\bookSchema.js", "JavaScript", 34, 0, 0, 7, 41
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\chatModel.js", "JavaScript", 8, 0, 0, 3, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\messageModel.js", "JavaScript", 32, 0, 0, 8, 40
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\notesModel.js", "JavaScript", 18, 0, 0, 5, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\patientModel.js", "JavaScript", 49, 0, 0, 6, 55
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\researchModel.js", "JavaScript", 33, 0, 0, 9, 42
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\userContextModel.js", "JavaScript", 12, 0, 0, 3, 15
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\models\userModel.js", "JavaScript", 14, 0, 0, 3, 17
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\admin\userRoutes.js", "JavaScript", 14, 0, 0, 4, 18
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\authRoutes.js", "JavaScript", 20, 0, 0, 5, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\books\bookPageRoutes.js", "JavaScript", 18, 0, 1, 4, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\books\bookRoutes.js", "JavaScript", 18, 0, 1, 4, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\chats\chatRoutes.js", "JavaScript", 18, 0, 0, 3, 21
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\chats\messagesRoutes.js", "JavaScript", 18, 0, 0, 5, 23
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\notesRoutes.js", "JavaScript", 18, 0, 0, 3, 21
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\patientRoutes.js", "JavaScript", 18, 0, 0, 3, 21
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\routes\researchesRoutes.js", "JavaScript", 10, 0, 0, 3, 13
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\admin\deleteUserService.js", "JavaScript", 12, 0, 0, 6, 18
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\admin\getUserService.js", "JavaScript", 10, 0, 0, 4, 14
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\admin\getUsersService.js", "JavaScript", 30, 0, 0, 9, 39
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\admin\updateUserService.js", "JavaScript", 18, 0, 0, 7, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\deleteBookPageService.js", "JavaScript", 29, 0, 0, 10, 39
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\getBookPageService.js", "JavaScript", 16, 0, 0, 6, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\getBookPagesService.js", "JavaScript", 5, 0, 0, 1, 6
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\patchBookPageService.js", "JavaScript", 38, 0, 0, 8, 46
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\postBookPageService.js", "JavaScript", 52, 0, 0, 11, 63
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\putBookPageService.js", "JavaScript", 42, 0, 0, 8, 50
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\bookPages\translationService.js", "JavaScript", 30, 0, 0, 8, 38
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\deleteBookService.js", "JavaScript", 21, 0, 0, 7, 28
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\getBookService.js", "JavaScript", 8, 0, 0, 3, 11
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\getBooksService.js", "JavaScript", 29, 0, 0, 7, 36
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\patchBookService.js", "JavaScript", 38, 0, 0, 7, 45
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\postBookService.js", "JavaScript", 47, 0, 0, 10, 57
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\books\putBookService.js", "JavaScript", 38, 0, 0, 7, 45
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\deleteChatService.js", "JavaScript", 13, 0, 0, 5, 18
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\getChatService.js", "JavaScript", 12, 0, 0, 4, 16
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\getChatsService.js", "JavaScript", 17, 0, 0, 5, 22
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\messages\deleteMessageService.js", "JavaScript", 34, 0, 0, 8, 42
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\messages\getMessageService.js", "JavaScript", 21, 0, 0, 4, 25
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\messages\getMessagesService.js", "JavaScript", 45, 0, 0, 10, 55
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\messages\patchMessageService.js", "JavaScript", 47, 0, 0, 9, 56
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\messages\postMessageService.js", "JavaScript", 54, 0, 0, 11, 65
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\messages\putMessageService.js", "JavaScript", 47, 0, 0, 11, 58
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\patchChatService.js", "JavaScript", 12, 0, 0, 4, 16
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\postChatService.js", "JavaScript", 9, 0, 0, 1, 10
"c:\licencjat\aplikacja - spatium\Spatium\backend-final\src\services\chats\putChatService.js", "JavaScript", 16, 0, 0, 5, 21
